CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;EXPORTCRM
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/717;DDT Campionatura Cliente;717;2017-06-23 00:00:00.000;2017;DCG;717;;2017-06-23 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MATOCHEM GMBH fischingerstrasse 66 SIRNACH - SVIZZERA;148404;462129
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/739;DDT Campionatura Cliente;739;2017-06-23 00:00:00.000;2017;DCG;739;;2017-06-23 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;LABORATOIRE SINTYL SA 23 ROUTE DES JEUNES - CASE POSTALE 1448 GENEVE 26 - SWITZERLAND;148426;462151
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/74;DDT Campionatura Cliente;74;2017-02-23 00:00:00.000;2017;DCG;74;;2017-02-23 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;STEINFELS SWISS ST.GALLERSTRASSE 180 WINTERTHUR -SVIZZERA;126801;448021
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/750;DDT Campionatura Cliente;750;2017-06-26 00:00:00.000;2017;DCG;750;;2017-06-26 00:00:00.000;DAP;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE AG COSMETICS  BOLIMATTSTRASSE 1 BUCHS (SWISS);148670;462295
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/757;DDT Campionatura Cliente;757;2017-07-07 00:00:00.000;2017;DCG;757;;2017-07-07 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);150344;463611
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/93;DDT Campionatura Cliente;93;2017-02-23 00:00:00.000;2017;DCG;93;;2017-02-23 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;BOTANICA GMBH INDUSTRIE NORD 10 SINS -SVIZZERA;126863;448053
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/958;DDT Campionatura Cliente;958;2017-08-22 00:00:00.000;2017;DCG;958;;2017-08-22 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;LACTIPAR SA RENGGLOCHSTRASSE 38 OBERNAU ( SVIZZERA);155781;467502
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/964;DDT Campionatura Cliente;964;2017-08-22 00:00:00.000;2017;DCG;964;;2017-08-22 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE AG COSMETICS  k.a. :MR ARNAUD KINDBEITER -BOLIMATTSTRASSE 1 BUCHS (SVIZZERA);155787;467508
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/97;DDT Campionatura Cliente;97;2017-02-23 00:00:00.000;2017;DCG;97;;2017-02-23 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;BOTANICA INDUSTRIE NORD 16 SINS - SWITZERLAND;126867;448057
C  1040;Z & S HANDEL AG;;NULL;DCG/2017/990;DDT Campionatura Cliente;990;2017-09-12 00:00:00.000;2017;DCG;990;;2017-09-12 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);158202;469430
C   773;ZETA ESSE TI SRL;;NULL;DCG/2016/16;DDT Campionatura Cliente;16;2016-01-27 00:00:00.000;2016;DCG;16;;2016-01-27 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;68500;406797
C   773;ZETA ESSE TI SRL;;NULL;DCG/2016/19;DDT Campionatura Cliente;19;2016-02-09 00:00:00.000;2016;DCG;19;;2016-02-09 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;70942;408302
C   773;ZETA ESSE TI SRL;;NULL;DCG/2016/366;DDT Campionatura Cliente;366;2016-04-08 00:00:00.000;2016;DCG;366;;2016-04-08 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;NULL;415182
C   773;ZETA ESSE TI SRL;;NULL;DCG/2016/896;DDT Campionatura Cliente;896;2016-10-19 00:00:00.000;2016;DCG;896;;2016-10-19 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;0;435108
C   773;ZETA ESSE TI SRL;;NULL;DCG/2017/390;DDT Campionatura Cliente;390;2017-04-27 00:00:00.000;2017;DCG;390;;2017-04-27 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;138642;455129
C  1348;ZSCHIMMER & SCHWARZ ARG. SA;;NULL;DCG/2017/600;DDT Campionatura Cliente;600;2017-06-20 00:00:00.000;2017;DCG;600;;2017-06-20 00:00:00.000;EXW TRICERRO;45 GG DATA B/L;NULL;NULL;;147692;461480
C  1348;ZSCHIMMER & SCHWARZ ARG. SA;;NULL;DCG/2017/615;DDT Campionatura Cliente;615;2017-06-20 00:00:00.000;2017;DCG;615;;2017-06-20 00:00:00.000;EXW TRICERRO;45 GG DATA B/L;NULL;NULL;;147732;461502
C  1348;ZSCHIMMER & SCHWARZ ARG. SA;;NULL;DCG/2017/919;DDT Campionatura Cliente;919;2017-08-04 00:00:00.000;2017;DCG;919;;2017-08-04 00:00:00.000;EXW TRICERRO;45 GG DATA B/L;NULL;NULL;;155118;467073
C  1348;ZSCHIMMER & SCHWARZ ARG. SA;;NULL;DCG/2017/966;DDT Campionatura Cliente;966;2017-08-29 00:00:00.000;2017;DCG;966;;2017-08-29 00:00:00.000;EXW TRICERRO;45 GG DATA B/L;NULL;NULL;;156259;467985
C   259;ZSCHIMMER & SCHWARZ CERAMCO SPA;;NULL;DCG/2016/838;DDT Campionatura Cliente;838;2016-09-01 00:00:00.000;2016;DCG;838;;2016-09-01 00:00:00.000;NULL;NULL;NULL;NULL;;101876;429734
C   259;ZSCHIMMER & SCHWARZ CERAMCO SPA;;NULL;DCG/2017/331;DDT Campionatura Cliente;331;2017-04-14 00:00:00.000;2017;DCG;331;;2017-04-14 00:00:00.000;NULL;NULL;NULL;NULL;;137222;454130
C  1637;ZSCHIMMER & SCHWARZ DO BRASIL LTDA;;NULL;DCG/2016/1129;DDT Campionatura Cliente;1129;2016-11-14 00:00:00.000;2016;DCG;1129;;2016-11-14 00:00:00.000;EXW TRICERRO;90 GG DATA B/L;NULL;NULL;;113177;437932
C  1637;ZSCHIMMER & SCHWARZ DO BRASIL LTDA;;NULL;DCG/2016/1245;DDT Campionatura Cliente;1245;2016-12-14 00:00:00.000;2016;DCG;1245;;2016-12-14 00:00:00.000;EXW TRICERRO;90 GG DATA B/L;NULL;NULL;;117656;441316
C  1637;ZSCHIMMER & SCHWARZ DO BRASIL LTDA;;NULL;DCG/2017/896;DDT Campionatura Cliente;896;2017-08-04 00:00:00.000;2017;DCG;896;;2017-08-04 00:00:00.000;EXW TRICERRO;90 GG DATA B/L;NULL;NULL;;155083;467038
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1053;DDT Campionatura Cliente;1053;2016-11-04 00:00:00.000;2016;DCG;1053;;2016-11-04 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NITIDA CLEANING AND HEALTH S.A. POL.IND. "LA CREU" -C.FEDERICO GARCIA LORCA 49 L'ALCUDIA -VALENCIA - SPAGNA;111750;436881
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1105;DDT Campionatura Cliente;1105;2016-11-11 00:00:00.000;2016;DCG;1105;;2016-11-11 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;EXITENN POL.IND.LA COVA, C/ALT MILLARS ,9-11-13 MANISES (VALENCIA);112947;437763
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1109;DDT Campionatura Cliente;1109;2016-11-11 00:00:00.000;2016;DCG;1109;;2016-11-11 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LAB MINEA POLIGON LALIN 2000 PARCELA P7 - NACE 3-4 LALIN PONTEVEDRA-ESPANA;112951;437767
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1118;DDT Campionatura Cliente;1118;2016-11-14 00:00:00.000;2016;DCG;1118;;2016-11-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND. DE CHESTE, VIAL 6. CHESTE VALENCIA (SPAGNA);113164;437919
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1119;DDT Campionatura Cliente;1119;2016-11-14 00:00:00.000;2016;DCG;1119;;2016-11-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;EURO QUIMICA CTRA DE YELES,KM 2 ILLESCAS-TOLEDO;113165;437920
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1121;DDT Campionatura Cliente;1121;2016-11-14 00:00:00.000;2016;DCG;1121;;2016-11-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS VALQUER SL POL.IND.LA DEHESILLA 33 VILLAMINAYA-TOLEDO;113167;437922
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1136;DDT Campionatura Cliente;1136;2016-11-14 00:00:00.000;2016;DCG;1136;;2016-11-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NATIMEL S.L. CALLE LA TORRE ,6,BAJO LEON-ESPANA;113188;437943
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1139;DDT Campionatura Cliente;1139;2016-11-14 00:00:00.000;2016;DCG;1139;;2016-11-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NITIDA CLEANING AND HEALTH S.A. POL.IND "LA CREU" C. FEDERICO GARCIA LORCA 49 L'ALCUDIA (VALENCIA);113192;437947
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1175;DDT Campionatura Cliente;1175;2016-11-15 00:00:00.000;2016;DCG;1175;;2016-11-15 00:00:00.000;FCO DESTINO;RIM.DIR.120 GG DF;NULL;NULL;UNIVERS DETERGENT ZONE INDUSTRIELLE ROUIBA ALGER;113351;438077
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1208;DDT Campionatura Cliente;1208;2016-11-15 00:00:00.000;2016;DCG;1208;;2016-11-15 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LADY AROMA SL POLIGONO IND. LA CAVA ,MCAMINO COLATA N. 3 MONTAVERNER - VALENCIA (SPAGNA);0;438160
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1210;DDT Campionatura Cliente;1210;2016-11-15 00:00:00.000;2016;DCG;1210;;2016-11-15 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NATIMEL S.L. LA TORRE 6 BAJO LEON - SPAGNA;0;438163
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1236;DDT Campionatura Cliente;1236;2016-12-14 00:00:00.000;2016;DCG;1236;;2016-12-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;COSMETIC PROJECT MANAGEMENT,S.L CALLE SANT FRANCESC 26 VALLDOREIX - BARCELONA;117641;441301
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1239;DDT Campionatura Cliente;1239;2016-12-14 00:00:00.000;2016;DCG;1239;;2016-12-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NATIMEL S.KL. CALLE LA TORRE 6 ,BAJO LEON -SPAGNA;117647;441307
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1242;DDT Campionatura Cliente;1242;2016-12-14 00:00:00.000;2016;DCG;1242;;2016-12-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;COMMERCIAL QUIMICA MASSO C/VILADOMAT 321,5 BARCELLONA - SPAGNA;117652;441312
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/1253;DDT Campionatura Cliente;1253;2016-12-14 00:00:00.000;2016;DCG;1253;;2016-12-14 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;RACRISA S.L. C/DELS OBRERS 54-POLIGONO IND LES VALLETES MONSERRAT - VALENCIA SPAGNA;117685;441487
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/245;DDT Campionatura Cliente;245;2016-03-23 00:00:00.000;2016;DCG;245;;2016-03-23 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL.IND.DE CHESTE VIAL 6 CHESTE (VALENCIA);NULL;413527
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/252;DDT Campionatura Cliente;252;2016-03-23 00:00:00.000;2016;DCG;252;;2016-03-23 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;NULL;413535
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/260;DDT Campionatura Cliente;260;2016-03-24 00:00:00.000;2016;DCG;260;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;CYGYC POL.IND.PLA DE LlERONA -C/BELGICA 5 LES FRANQUESES DEL VALLES -BARCELONA -SPAGNA;0;413635
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/262;DDT Campionatura Cliente;262;2016-03-24 00:00:00.000;2016;DCG;262;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POLIGONO INDUSTRIAL DE CHESTE, VIAL 6 CHESTE-VALENCIA-SPAGNA;0;413637
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/263;DDT Campionatura Cliente;263;2016-03-24 00:00:00.000;2016;DCG;263;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SORO INTERNACIONAL SA POLIGONO MALPICA-ALFINDEN C/J, N.9 LA PUEBLA DE ALFINDEN- ZARAGOZA -SPAGNA;0;413638
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/265;DDT Campionatura Cliente;265;2016-03-24 00:00:00.000;2016;DCG;265;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;0;413641
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/268;DDT Campionatura Cliente;268;2016-03-24 00:00:00.000;2016;DCG;268;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;QUATERNIA SL C/TUSET 20-24 1°8a BARCELONA-SPAGNA;0;413645
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/271;DDT Campionatura Cliente;271;2016-03-24 00:00:00.000;2016;DCG;271;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;0;413648
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/284;DDT Campionatura Cliente;284;2016-03-24 00:00:00.000;2016;DCG;284;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS MINEA S.L. P.I. LALIN 2000, PARCELA 7.1 NAVES 3/4 LALIN PONTEVEDRA ( SPAGNA);0;413667
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/295;DDT Campionatura Cliente;295;2016-03-24 00:00:00.000;2016;DCG;295;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;DISARP NUOVO ACCESO A PLAYA DAIMUS S/N- DAIMUS -VALENCIA SPAGNA;0;413680
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/296;DDT Campionatura Cliente;296;2016-03-24 00:00:00.000;2016;DCG;296;;2016-03-24 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SAEQUIM CQ MASSO C/VILADOMAT 319 BARCELONA- ESPANA;0;413681
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/306;DDT Campionatura Cliente;306;2016-03-25 00:00:00.000;2016;DCG;306;;2016-03-25 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS MINEA S.L. P.I.LALIN 2000, PARCELA 7.1 NAVES 3/4 LALIN -PONTEVEDRA- SPAGNA;0;413788
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/317;DDT Campionatura Cliente;317;2016-03-25 00:00:00.000;2016;DCG;317;;2016-03-25 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB P.I. CHESTE - PARCELA 12 CHESTA - VALENCIA (SPAGNA);0;413799
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/318;DDT Campionatura Cliente;318;2016-03-25 00:00:00.000;2016;DCG;318;;2016-03-25 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;MONTESA PRODUCTOS CERAMICOS S.A. AVDA.MAS DEL OLI, 210 P.I. LA COVA MANISES -VALENCIA -SPAGNA;0;413800
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/355;DDT Campionatura Cliente;355;2016-03-25 00:00:00.000;2016;DCG;355;;2016-03-25 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND.DE CHESTE,VIAL 6 CHESTE-VALENCIA - SPAGNA;78419;413848
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/364;DDT Campionatura Cliente;364;2016-04-07 00:00:00.000;2016;DCG;364;;2016-04-07 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;79763;414967
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/422;DDT Campionatura Cliente;422;2016-04-26 00:00:00.000;2016;DCG;422;;2016-04-26 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS MINEA S.L. P.I. LALIN 2000 , PARCELA 7.1 NAVES 3/4 LALIN -SPAGNA;83038;416930
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/500;DDT Campionatura Cliente;500;2016-05-13 00:00:00.000;2016;DCG;500;;2016-05-13 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND. DE CHESTE, VIAL 6. CHESTE VALENCIA (SPAGNA);85676;419098
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/502;DDT Campionatura Cliente;502;2016-05-13 00:00:00.000;2016;DCG;502;;2016-05-13 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;C.Q.MASSO C/VILADOMAT 319 3° BARCELONA-SPAGNA;85678;419100
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/504;DDT Campionatura Cliente;504;2016-05-13 00:00:00.000;2016;DCG;504;;2016-05-13 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND. DE CHESTE, VIAL 6. CHESTE VALENCIA (SPAGNA);85680;419102
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/522;DDT Campionatura Cliente;522;2016-05-13 00:00:00.000;2016;DCG;522;;2016-05-13 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL.IND.DE CHESTE, VIAL 6 CHESTE -VALENCIA;0;419124
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/528;DDT Campionatura Cliente;528;2016-05-13 00:00:00.000;2016;DCG;528;;2016-05-13 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND. DE CHESTE, VIAL 6. CHESTE VALENCIA (SPAGNA);85708;419130
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/538;DDT Campionatura Cliente;538;2016-05-13 00:00:00.000;2016;DCG;538;;2016-05-13 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB - POL IND DE CHESTE VIAL 6 CHESTE -VALENCIA SPAGNA;85720;419141
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/553;DDT Campionatura Cliente;553;2016-05-17 00:00:00.000;2016;DCG;553;;2016-05-17 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;IBERFRASA CTRA MADRIS-ALICANTE KM.124-POL.IND.PARCEAS 16 Y 17 QUIMTANAR DE LA ORDEN (TOLEDO) SPAGNA;86514;419399
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/564;DDT Campionatura Cliente;564;2016-05-17 00:00:00.000;2016;DCG;564;;2016-05-17 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;MONTESA POLIGONO INDUSTRIAL "LA COVA" AVDA. MAS DEL OLI,210 MANISES (VALENCIA) -SPAGNA;86534;419414
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/568;DDT Campionatura Cliente;568;2016-05-17 00:00:00.000;2016;DCG;568;;2016-05-17 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;MONTESA PRODUCTOS CERAMICOS, S.A. AVDA. MAS DEL OLI, 210 P.I. LA COVA MANISES VALENCIA SPAGNA;86539;419419
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/572;DDT Campionatura Cliente;572;2016-05-17 00:00:00.000;2016;DCG;572;;2016-05-17 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;INQUIBA CTRA. MANCHITA, KM 0.800 GUARENA (BADAJOZ) ESPANA;86547;419426
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/709;DDT Campionatura Cliente;709;2016-06-23 00:00:00.000;2016;DCG;709;;2016-06-23 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS MINEA S.L.U. POLIGONO LALIN 2000 ,PARCELA P7 NAVES 3-4 LALIN-PONTEVEDRA- SPAGNA;92665;423637
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/722;DDT Campionatura Cliente;722;2016-06-23 00:00:00.000;2016;DCG;722;;2016-06-23 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;92678;423650
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/766;DDT Campionatura Cliente;766;2016-06-29 00:00:00.000;2016;DCG;766;;2016-06-29 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;GRUPO FERRER INERNACIONAL C/JOAN XXIII,10 ESPLUGUES DEL LlOBREGAT,BARCELONA;0;424374
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/101;DDT Campionatura Cliente;101;2017-02-23 00:00:00.000;2017;DCG;101;;2017-02-23 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;126871;448061
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/13;DDT Campionatura Cliente;13;2017-02-07 00:00:00.000;2017;DCG;13;;2017-02-07 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NITIDA CLEANING AND HEALTH S.A. POL.IND. "LA CREU" -C.FEDERICO GARCIA LORCA 49 L'ALCUDIA (VALENCIA) -SPAGNA;123885;445975
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/274;DDT Campionatura Cliente;274;2017-03-08 00:00:00.000;2017;DCG;274;;2017-03-08 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;129172;449688
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/28;DDT Campionatura Cliente;28;2017-02-22 00:00:00.000;2017;DCG;28;;2017-02-22 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;126568;447806
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/37;DDT Campionatura Cliente;37;2017-02-22 00:00:00.000;2017;DCG;37;;2017-02-22 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;PRODUCTOS LC LA CORBERANA SL CTRA CORBERA -POLINYA S/N CORBERA -VALENCIA;126618;447840
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/38;DDT Campionatura Cliente;38;2017-02-22 00:00:00.000;2017;DCG;38;;2017-02-22 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;JANOSES BELTRAN POL.IND.RAMONET S/N-  ALMAZORA CASTELLON - SPAGNA;126619;447844
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/60;DDT Campionatura Cliente;60;2017-02-22 00:00:00.000;2017;DCG;60;;2017-02-22 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;126646;447900
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/620;DDT Campionatura Cliente;620;2017-06-20 00:00:00.000;2017;DCG;620;;2017-06-20 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;PRODUCTOS QUIMICOS INTERNACIONALES S.A. CTRA AZUCARERA -INTELHORCE N. 26 -POL.IND. GUADALHORCE MALAGA -SPAGNA;147737;461508
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/640;DDT Campionatura Cliente;640;2017-06-21 00:00:00.000;2017;DCG;640;;2017-06-21 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND. DE CHESTE, VIAL 6. CHESTE VALENCIA (SPAGNA);147935;461718
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2017/647;DDT Campionatura Cliente;647;2017-06-21 00:00:00.000;2017;DCG;647;;2017-06-21 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;PRODUCTOS QUIMICOS INTERNACIONALES S.A. CTRA.AZUCARERA -INTELHORCE, N. 26 - POL.IND. GUADALHORCE -MALAGA;147944;461751
