CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;EXPORTCRM
C  1040;Z & S HANDEL AG;;NULL;OCG/2016/827;ORDINE CAMPION. GRATUITA;E-MAIL;2016-07-19 00:00:00.000;2016;OCG;827;;2016-07-19 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE AG COSMETICS- QP LABOR  k.a. :MR ARNAUD KINDBEITER -BOLIMATTSTRASSE 1 BUCHS (SVIZZERA);96810;426553
C  1040;Z & S HANDEL AG;;NULL;OCG/2016/831;ORDINE CAMPION. GRATUITA;e-mail;2016-07-19 00:00:00.000;2016;OCG;831;;2016-07-19 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE AG COSMETICS QP LABOR  k.a. :MR ARNAUD KINDBEITER -BOLIMATTSTRASSE 1 BUCHS (SVIZZERA);96837;426575
C  1040;Z & S HANDEL AG;;NULL;OCG/2016/855;ORDINE CAMPION. GRATUITA;855;2016-07-22 00:00:00.000;2016;OCG;855;;2016-07-22 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;FRIKE CHEMICALS AG CHEM TECHN PRODUKTE -AUENSTRASSE 11 MONCHALTORF;98067;427144
C  1040;Z & S HANDEL AG;;NULL;OCG/2016/878;ORDINE CAMPION. GRATUITA;E-MAIL;2016-07-22 00:00:00.000;2016;OCG;878;;2016-07-26 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);98576;427546
C  1040;Z & S HANDEL AG;;NULL;OCG/2016/904;ORDINE CAMPION. GRATUITA;E-MAIL;2016-08-02 00:00:00.000;2016;OCG;904;;2016-08-05 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MAX LEHNER AG stallikonerstrasse 71 BIRMENSDORF;100206;428548
C  1040;Z & S HANDEL AG;;NULL;OCG/2016/939;ORDINE CAMPION. GRATUITA;E-MAIL;2016-09-01 00:00:00.000;2016;OCG;939;;2016-09-01 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);101853;429707
C  1040;Z & S HANDEL AG;;NULL;OCG/2016/946;ORDINE CAMPION. GRATUITA;e-mail;2016-09-02 00:00:00.000;2016;OCG;946;;2016-09-02 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;SPIRIG PHARMA AG FROSCHACKERSTRASSE 6 EGERKINGER;102168;430035
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/1036;ORDINE CAMPION. GRATUITA;e-mail;2017-09-07 00:00:00.000;2017;OCG;1036;;2017-09-15 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);158785;470082
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/149;ORDINE CAMPION. GRATUITA;E-MAIL;2017-02-08 00:00:00.000;2017;OCG;149;;2017-02-09 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);124403;446230
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/195;ORDINE CAMPION. GRATUITA;E-MAIL;2017-02-16 00:00:00.000;2017;OCG;195;;2017-02-17 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;NGLCLEANING TECHNOLOGY SA CHEMIN DE LA VUARPILLIERE 7 NYON-SVIZZERA;125754;447273
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/209;ORDINE CAMPION. GRATUITA;e-mail;2017-02-17 00:00:00.000;2017;OCG;209;;2017-02-21 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE AG COSMETICS  BOLIMATTSTRASSE 1 BUCHS (SWISS);126320;447509
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/216;ORDINE CAMPION. GRATUITA;E-MAIL;2017-02-22 00:00:00.000;2017;OCG;216;;2017-02-22 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;COSMOTEC S.A.;126551;447704
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/297;ORDINE CAMPION. GRATUITA;e-mail;2017-03-17 00:00:00.000;2017;OCG;297;;2017-03-20 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;NGL CLEANING TECHNOLOGY SA CHEMIN DE LA VUARPILLIERE 7 NYON - SVIZZERA;131217;451029
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/303;ORDINE CAMPION. GRATUITA;E-MAIL;2017-03-17 00:00:00.000;2017;OCG;303;;2017-03-20 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);131319;451097
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/305;ORDINE CAMPION. GRATUITA;E-MAIL;2017-03-17 00:00:00.000;2017;OCG;305;;2017-03-20 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);131327;451107
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/324;ORDINE CAMPION. GRATUITA;e-mail;2017-03-20 00:00:00.000;2017;OCG;324;;2017-03-23 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;LABORATOIRE SINTYL SA 23 ROUTE DES JEUNES - CASE POSTALE 1448 GENEVE 26 - SWITZERLAND;131739;451442
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/391;ORDINE CAMPION. GRATUITA;e-mail;2017-04-07 00:00:00.000;2017;OCG;391;;2017-04-07 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MATOCHEM GMBH fischingerstrasse 66 SIRNACH - SVIZZERA;136131;453279
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/425;ORDINE CAMPION. GRATUITA;e-mail;2017-04-13 00:00:00.000;2017;OCG;425;;2017-04-13 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIFA AG FRENKENDORF RHEINSTRASSE 99 FRENKENDORF -SVIZZERA;137014;453977
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/432;ORDINE CAMPION. GRATUITA;E-MAIL;2017-04-13 00:00:00.000;2017;OCG;432;;2017-04-14 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;TRYBOL AG THEINSTRASSE 86 NEUHAUSEN AM RHEINFALL - SWITZERLAND;137111;454096
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/46;ORDINE CAMPION. GRATUITA;e-mail;2017-01-17 00:00:00.000;2017;OCG;46;;2017-01-18 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;IDEAL CHIMIC SA ROUTE DE SAINT-JULIEN 34 GAROUGUE-SVIZZERA;120818;443776
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/478;ORDINE CAMPION. GRATUITA;e-mail;2017-04-26 00:00:00.000;2017;OCG;478;;2017-04-27 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;COSMETOLAB AG HOLZMOOSRUTISTASSE 48 WADENSWILL;138633;455120
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/590;ORDINE CAMPION. GRATUITA;E-MAIL;2017-05-18 00:00:00.000;2017;OCG;590;;2017-05-18 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);141828;457532
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/614;ORDINE CAMPION. GRATUITA;e-mail;2017-05-22 00:00:00.000;2017;OCG;614;;2017-05-22 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;VITALCARE GMBH AARESTRASSE 31 HEIMBERG;142762;458009
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/622;ORDINE CAMPION. GRATUITA;E-MAIL;2017-05-23 00:00:00.000;2017;OCG;622;;2017-05-23 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE AG COSMETICS  k.a. :MR ARNAUD KINDBEITER -BOLIMATTSTRASSE 1 BUCHS (SVIZZERA);143041;458138
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/639;ORDINE CAMPION. GRATUITA;e-mail;2017-05-26 00:00:00.000;2017;OCG;639;;2017-05-26 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE LTD CITY LINK INDUSTRIAL PARK,PHOENIX WAY,BRADFORD,BD4 8JP BRADFORD -UNITED KINGDOM;143473;458611
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/665;ORDINE CAMPION. GRATUITA;e-mail;2017-05-30 00:00:00.000;2017;OCG;665;;2017-06-01 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;VITALCARE GMBH AARESTRASSE 31 HEIMBERG -SVIZZERA;144413;459347
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/678;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-07 00:00:00.000;2017;OCG;678;;2017-06-07 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);145117;459792
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/679;ORDINE CAMPION. GRATUITA;e-mail;2017-06-06 00:00:00.000;2017;OCG;679;;2017-06-07 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;SOGLIO-PRODUCTE AG Attn. MRS. LUISA CLALUNA - VILLAGGIO 12 CASTASEGNA - SVIZZERA;145138;459810
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/68;ORDINE CAMPION. GRATUITA;E-MAIL;2017-01-24 00:00:00.000;2017;OCG;68;;2017-01-24 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;INTERCOSMETICA NEUCHATEL SA ROUTE GOUTTES-D'OR30 NEUCHATEL SVIZZERA;121841;444431
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/770;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-22 00:00:00.000;2017;OCG;770;;2017-06-22 00:00:00.000;DAP;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE AG COSMETICS  BOLIMATTSTRASSE 1 BUCHS (SWISS);148146;461951
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/803;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-28 00:00:00.000;2017;OCG;803;;2017-06-30 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG    RHEINECK (SVIZZERA);149341;462874
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/931;ORDINE CAMPION. GRATUITA;E-MAIL;2017-08-02 00:00:00.000;2017;OCG;931;;2017-08-02 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;MIBELLE AG COSMETICS  k.a. :MR ARNAUD KINDBEITER -BOLIMATTSTRASSE 1 BUCHS (SVIZZERA);154449;466590
C  1040;Z & S HANDEL AG;;NULL;OCG/2017/945;ORDINE CAMPION. GRATUITA;e-mail;2017-08-08 00:00:00.000;2017;OCG;945;;2017-08-08 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;LACTIPAR SA RENGGLOCHSTRASSE 38 OBERNAU ( SVIZZERA);155356;467245
C   773;ZETA ESSE TI SRL;;NULL;OCG/2016/1132;ORDINE CAMPION. GRATUITA;E-MAIL;2016-10-18 00:00:00.000;2016;OCG;1132;;2016-10-18 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;108742;434808
C   773;ZETA ESSE TI SRL;;NULL;OCG/2016/153;ORDINE CAMPION. GRATUITA;E-MAIL;2016-02-05 00:00:00.000;2016;OCG;153;;2016-02-05 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;70494;408001
C   773;ZETA ESSE TI SRL;;NULL;OCG/2016/420;ORDINE CAMPION. GRATUITA;E-MAIL;2016-04-07 00:00:00.000;2016;OCG;420;;2016-04-07 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;79762;414966
C   773;ZETA ESSE TI SRL;;NULL;OCG/2016/71;ORDINE CAMPION. GRATUITA;E-MAIL;2016-01-20 00:00:00.000;2016;OCG;71;;2016-01-20 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;67724;405986
C   773;ZETA ESSE TI SRL;;NULL;OCG/2016/97;ORDINE CAMPION. GRATUITA;TELEFONICO;2016-01-26 00:00:00.000;2016;OCG;97;;2016-01-26 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;68351;406686
C   773;ZETA ESSE TI SRL;;NULL;OCG/2017/465;ORDINE CAMPION. GRATUITA;E-MAIL;2017-04-21 00:00:00.000;2017;OCG;465;;2017-04-21 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;138218;454854
C  1348;ZSCHIMMER & SCHWARZ ARG. SA;;NULL;OCG/2017/662;ORDINE CAMPION. GRATUITA;E-MAIL;2017-05-30 00:00:00.000;2017;OCG;662;;2017-06-01 00:00:00.000;EXW TRICERRO;45 GG DATA B/L;NULL;NULL;;144316;459310
C  1348;ZSCHIMMER & SCHWARZ ARG. SA;;NULL;OCG/2017/670;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-01 00:00:00.000;2017;OCG;670;;2017-06-05 00:00:00.000;EXW TRICERRO;45 GG DATA B/L;NULL;NULL;;144454;459404
C  1348;ZSCHIMMER & SCHWARZ ARG. SA;;NULL;OCG/2017/737;ORDINE CAMPION. GRATUITA;00002483;2017-06-07 00:00:00.000;2017;OCG;737;;2017-06-16 00:00:00.000;EXW TRICERRO;45 GG DATA B/L;NULL;NULL;;147040;461141
C  1348;ZSCHIMMER & SCHWARZ ARG. SA;;NULL;OCG/2017/954;ORDINE CAMPION. GRATUITA;E-MAIL;2017-08-09 00:00:00.000;2017;OCG;954;;2017-08-25 00:00:00.000;EXW TRICERRO;45 GG DATA B/L;NULL;NULL;;155685;467739
C   259;ZSCHIMMER & SCHWARZ CERAMCO SPA;;NULL;OCG/2016/866;ORDINE CAMPION. GRATUITA;866;2016-07-25 00:00:00.000;2016;OCG;866;;2016-07-25 00:00:00.000;NULL;NULL;NULL;NULL;;98278;427392
C   259;ZSCHIMMER & SCHWARZ CERAMCO SPA;;NULL;OCG/2017/431;ORDINE CAMPION. GRATUITA;431;2017-04-14 00:00:00.000;2017;OCG;431;;2017-04-14 00:00:00.000;NULL;NULL;NULL;NULL;;137106;454094
C  1637;ZSCHIMMER & SCHWARZ DO BRASIL LTDA;;NULL;OCG/2016/1242;ORDINE CAMPION. GRATUITA;E-MAIL;2016-11-04 00:00:00.000;2016;OCG;1242;;2016-11-17 00:00:00.000;EXW TRICERRO;90 GG DATA B/L;NULL;NULL;;113855;438530
C  1637;ZSCHIMMER & SCHWARZ DO BRASIL LTDA;;NULL;OCG/2016/743;ORDINE CAMPION. GRATUITA;E-MAIL;2016-06-24 00:00:00.000;2016;OCG;743;;2016-06-24 00:00:00.000;EXW TRICERRO;90 GG DATA B/L;NULL;NULL;;93028;423844
C  1637;ZSCHIMMER & SCHWARZ DO BRASIL LTDA;;NULL;OCG/2017/867;ORDINE CAMPION. GRATUITA;E-MAIL;2017-07-18 00:00:00.000;2017;OCG;867;;2017-07-18 00:00:00.000;EXW TRICERRO;90 GG DATA B/L;NULL;NULL;;152079;464808
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1;ORDINE CAMPION. GRATUITA;Email;2016-01-04 00:00:00.000;2016;OCG;1;;2016-01-04 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;INQUIBA CTRA. MANCHITA, KM 0.800 GUARENA (BADAJOZ) ESPANA;66548;404512
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1115;ORDINE CAMPION. GRATUITA;E-MAIL;2016-10-13 00:00:00.000;2016;OCG;1115;;2016-10-13 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NITIDA CLEANING AND HEALTH S.A. POL.IND. "LA CREU" -C.FEDERICO GARCIA LORCA 49 L'ALCUDIA -VALENCIA - SPAGNA;108309;434502
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1207;ORDINE CAMPION. GRATUITA;e-mail;2016-11-09 00:00:00.000;2016;OCG;1207;;2016-11-10 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;COMMERCIAL QUIMICA MASSO C/VILADOMAT 321,5 BARCELLONA - SPAGNA;112589;437391
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1215;ORDINE CAMPION. GRATUITA;e-mail;2016-11-11 00:00:00.000;2016;OCG;1215;;2016-11-11 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NATIMEL S.L. LA TORRE 6 BAJO LEON - SPAGNA;112799;437663
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1217;ORDINE CAMPION. GRATUITA;e-mail;2016-11-10 00:00:00.000;2016;OCG;1217;;2016-11-11 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LADY AROMA SL POLIGONO IND. LA CAVA ,MCAMINO COLATA N. 3 MONTAVERNER - VALENCIA (SPAGNA);112821;437685
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1253;ORDINE CAMPION. GRATUITA;E-MAIL;2016-11-18 00:00:00.000;2016;OCG;1253;;2016-11-18 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;COSMETIC PROJECT MANAGEMENT,S.L CALLE SANT FRANCESC 26 VALLDOREIX - BARCELONA;114049;438674
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1256;ORDINE CAMPION. GRATUITA;e-mail;2016-11-15 00:00:00.000;2016;OCG;1256;;2016-11-18 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;RACRISA S.L. C/DELS OBRERS 54-POLIGONO IND LES VALLETES MONSERRAT - VALENCIA SPAGNA;114063;438681
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1276;ORDINE CAMPION. GRATUITA;e-mail;2016-11-15 00:00:00.000;2016;OCG;1276;;2016-11-23 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NATIMEL S.KL. CALLE LA TORRE 6 ,BAJO LEON -SPAGNA;114782;439219
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1305;ORDINE CAMPION. GRATUITA;e-mail;2016-11-25 00:00:00.000;2016;OCG;1305;;2016-11-30 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;ROYBLAN FARMA S.L. POLIGONO INDUSTRIAL ALBRESA -C/LISBOA 6 - NAVE 23 VALDEMORO-MADRID-SPAGNA;115492;439915
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1306;ORDINE CAMPION. GRATUITA;E-MAIL;2016-11-28 00:00:00.000;2016;OCG;1306;;2016-11-30 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;115678;439921
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/1383;ORDINE CAMPION. GRATUITA;e-mail;2016-12-14 00:00:00.000;2016;OCG;1383;;2016-12-22 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;NATIMAL S.K.L. CALLE LA TORRE 6, BAJO LEON - SPAGNA;118823;442228
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/196;ORDINE CAMPION. GRATUITA;e-amil;2016-02-11 00:00:00.000;2016;OCG;196;;2016-02-15 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;MONTESA PRODUCTOS CERAMICOS S.A. AVDA.MAS DEL OLI, 210 P.I. LA COVA MANISES -VALENCIA -SPAGNA;71765;408870
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/197;ORDINE CAMPION. GRATUITA;e-mail;2016-02-11 00:00:00.000;2016;OCG;197;;2016-02-15 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB P.I. CHESTE - PARCELA 12 CHESTA - VALENCIA (SPAGNA);71784;408890
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/228;ORDINE CAMPION. GRATUITA;e-mail;2016-02-22 00:00:00.000;2016;OCG;228;;2016-02-22 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS MINEA S.L. P.I.LALIN 2000, PARCELA 7.1 NAVES 3/4 LALIN -PONTEVEDRA- SPAGNA;73088;409913
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/245;ORDINE CAMPION. GRATUITA;245;2016-02-23 00:00:00.000;2016;OCG;245;;2016-02-23 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SAEQUIM CQ MASSO C/VILADOMAT 319 BARCELONA- ESPANA;73400;410089
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/252;ORDINE CAMPION. GRATUITA;e-mail;2016-02-25 00:00:00.000;2016;OCG;252;;2016-02-25 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;DISARP NUOVO ACCESO A PLAYA DAIMUS S/N- DAIMUS -VALENCIA SPAGNA;73612;410254
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/275;ORDINE CAMPION. GRATUITA;E-MAIL;2016-03-01 00:00:00.000;2016;OCG;275;;2016-03-01 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS MINEA S.L. P.I. LALIN 2000, PARCELA 7.1 NAVES 3/4 LALIN PONTEVEDRA ( SPAGNA);74537;410841
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/300;ORDINE CAMPION. GRATUITA;e-mail;2016-03-07 00:00:00.000;2016;OCG;300;;2016-03-07 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;QUATERNIA SL C/TUSET 20-24 1°8a BARCELONA-SPAGNA;75594;411564
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/301;ORDINE CAMPION. GRATUITA;e-mail;2016-03-03 00:00:00.000;2016;OCG;301;;2016-03-07 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SORO INTERNACIONAL SA POLIGONO MALPICA-ALFINDEN C/J, N.9 LA PUEBLA DE ALFINDEN- ZARAGOZA -SPAGNA;75611;411566
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/303;ORDINE CAMPION. GRATUITA;E-MAIL;2016-03-08 00:00:00.000;2016;OCG;303;;2016-03-08 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;75641;411585
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/304;ORDINE CAMPION. GRATUITA;E-MAIL;2016-03-07 00:00:00.000;2016;OCG;304;;2016-03-08 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POLIGONO INDUSTRIAL DE CHESTE, VIAL 6 CHESTE-VALENCIA-SPAGNA;75643;411587
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/324;ORDINE CAMPION. GRATUITA;e-mail;2016-03-09 00:00:00.000;2016;OCG;324;;2016-03-10 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;CYGYC POL.IND.PLA DE LlERONA -C/BELGICA 5 LES FRANQUESES DEL VALLES -BARCELONA -SPAGNA;75952;411843
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/326;ORDINE CAMPION. GRATUITA;E-MAIL;2016-03-10 00:00:00.000;2016;OCG;326;;2016-03-10 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;75978;411861
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/345;ORDINE CAMPION. GRATUITA;345;2016-03-16 00:00:00.000;2016;OCG;345;;2016-03-16 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;76867;412557
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/359;ORDINE CAMPION. GRATUITA;e-mail;2016-03-17 00:00:00.000;2016;OCG;359;;2016-03-17 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL.IND.DE CHESTE VIAL 6 CHESTE (VALENCIA);77311;412931
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/419;ORDINE CAMPION. GRATUITA;E-MAIL;2016-04-07 00:00:00.000;2016;OCG;419;;2016-04-07 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;79754;414959
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/466;ORDINE CAMPION. GRATUITA;e-mail;2016-04-19 00:00:00.000;2016;OCG;466;;2016-04-19 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND. DE CHESTE, VIAL 6. CHESTE VALENCIA (SPAGNA);82123;416180
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/481;ORDINE CAMPION. GRATUITA;481;2016-04-21 00:00:00.000;2016;OCG;481;;2016-04-21 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND. DE CHESTE, VIAL 6. CHESTE VALENCIA (SPAGNA);82667;416680
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;OCG/2016/483;ORDINE CAMPION. GRATUITA;483;2016-04-22 00:00:00.000;2016;OCG;483;;2016-04-22 00:00:00.000;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;SPB POL. IND. DE CHESTE, VIAL 6. CHESTE VALENCIA (SPAGNA);82694;416702
